source_name,true_class,total_variants,correct_variants,incorrect_variants,source_accuracy_percent,majority_prediction,majority_vote_correct,unique_predictions,prediction_distribution,average_confidence_percent,minimum_confidence_percent,maximum_confidence_percent
Screen-Shot-2021-11-22-at-8-59-50-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},95.63333333333333,94.3,96.3
Screen-Shot-2021-11-22-at-9-00-08-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},90.76666666666667,83.3,95.2
Screen-Shot-2021-11-22-at-9-04-06-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},86.60000000000001,68.2,95.9
Screen-Shot-2021-11-22-at-9-06-46-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},94.38666666666666,94.0,95.1
Screen-Shot-2021-11-22-at-9-07-34-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},95.51666666666667,93.8,97.0
Screen-Shot-2021-11-22-at-9-07-39-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},95.31333333333333,94.6,96.4
Screen-Shot-2021-11-22-at-9-08-51-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},86.26666666666667,81.6,89.4
Screen-Shot-2021-11-22-at-9-09-44-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},93.8,92.5,94.5
Screen-Shot-2021-11-22-at-9-10-55-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},71.77333333333333,52.2,86.06
Screen-Shot-2021-11-22-at-9-12-51-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},96.43333333333334,95.5,97.1
Screen-Shot-2021-11-22-at-9-12-59-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},96.55,95.9,97.0
Screen-Shot-2021-11-22-at-9-13-20-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},96.17,95.25,96.7
Screen-Shot-2021-11-22-at-9-13-27-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},97.64999999999999,97.0,98.25
Screen-Shot-2021-11-22-at-9-15-11-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},70.09333333333333,45.34,94.5
Screen-Shot-2021-11-22-at-9-21-29-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},94.77999999999999,93.44,95.8
Screen-Shot-2021-11-22-at-9-21-33-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},84.93333333333334,67.3,93.9
Screen-Shot-2021-11-22-at-9-21-43-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},88.08666666666666,74.06,96.3
Screen-Shot-2021-11-22-at-9-27-56-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},94.03333333333335,91.56,96.6
Screen-Shot-2021-11-22-at-9-33-50-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},88.90000000000002,85.1,90.9
Screen-Shot-2021-11-22-at-9-37-33-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},76.96666666666667,66.9,82.8
Screen-Shot-2021-11-22-at-9-40-12-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},95.01666666666667,94.6,95.7
Screen-Shot-2021-11-22-at-9-44-40-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},90.28333333333335,88.75,91.2
Screen-Shot-2021-11-22-at-9-46-24-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},95.54333333333334,94.75,96.44
Screen-Shot-2021-11-22-at-9-46-26-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},95.89999999999999,94.5,96.8
Screen-Shot-2021-11-22-at-9-48-08-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},93.09666666666665,84.94,97.75
Screen-Shot-2021-11-22-at-9-48-12-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},94.44666666666667,90.44,97.3
Screen-Shot-2021-11-22-at-9-49-25-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},89.36666666666667,85.5,94.8
Screen-Shot-2021-11-22-at-9-52-25-PM_png,blue_finger,3,3,0,100.0,blue_finger,True,1,{'blue_finger': 3},95.31666666666666,94.25,96.3
Screen-Shot-2021-11-22-at-9-54-05-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},84.47,75.1,90.25
Screen-Shot-2021-11-22-at-9-56-34-AM_png,clubbing,3,3,0,100.0,clubbing,True,1,{'clubbing': 3},93.46999999999998,91.6,94.75
Screenshot-2021-11-19-004044_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.31333333333333,94.7,95.8
Screenshot-2021-11-19-004140_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},80.33333333333333,52.6,96.2
Screenshot-2021-11-19-004402_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},84.53333333333333,71.4,91.8
Screenshot-2021-11-19-005529_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.38333333333333,94.9,95.75
Screenshot-2021-11-19-005556_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.12666666666667,92.44,97.44
Screenshot-2021-11-19-005611_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},75.58999999999999,35.22,96.75
Screenshot-2021-11-19-005926_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.71333333333332,94.44,98.2
Screenshot-2021-11-19-010147_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.94666666666666,95.44,96.7
Screenshot-2021-11-19-010506_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},77.94666666666667,75.9,79.0
Screenshot-2021-11-19-010751_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},85.91666666666667,77.1,93.9
Screenshot-2021-11-19-010828_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},76.64999999999999,62.25,90.2
Screenshot-2021-11-19-012709_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},91.33333333333333,84.5,94.8
Screenshot-2021-11-19-014147_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.22000000000001,94.2,96.9
Screenshot-2021-11-19-015739_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.08666666666666,89.5,96.56
Screenshot-2021-11-19-015807_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},92.7,89.0,95.2
Screenshot-2021-11-19-015917_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.98666666666668,94.56,97.0
Screenshot-2021-11-19-020017_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.83333333333333,93.0,95.06
Screenshot-2021-11-19-021309_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.06666666666668,90.3,95.0
Screenshot-2021-11-19-021909_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.36333333333334,92.25,93.94
Screenshot-2021-11-19-022213_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},97.25333333333333,96.56,97.6
Screenshot-2021-11-19-022255_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},94.94666666666666,94.1,95.44
Screenshot-2021-11-21-164053_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.18666666666667,94.6,95.56
Screenshot-2021-11-21-165448_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.16666666666667,94.44,96.56
Screenshot-2021-11-21-170250_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.12333333333333,91.56,94.75
Screenshot-2021-11-21-174327_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},94.27,93.75,94.56
Screenshot-2021-11-21-192605_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.37666666666667,90.25,95.44
Screenshot-2021-11-21-194356_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},91.63333333333333,88.5,94.5
Screenshot-2021-11-21-210225_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.68333333333334,90.5,96.25
Screenshot-2021-11-21-210436_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.60000000000001,92.06,94.8
Screenshot-2021-11-21-225758_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},93.33,92.3,94.25
Screenshot-2021-11-21-230252_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},83.94666666666667,70.1,92.94
Screenshot-2021-11-21-234235_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},90.41333333333334,87.8,93.44
Screenshot-2021-11-21-234929_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},91.16666666666667,88.5,92.5
Screenshot-2021-11-22-013700_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},96.04666666666667,95.7,96.44
Screenshot-2021-11-22-015012_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.08666666666666,94.06,95.6
Screenshot-2021-11-22-015522_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.38,94.5,96.44
Screenshot-2021-11-22-015705_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},95.68333333333332,95.2,96.25
Screenshot-2021-11-22-022005_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},94.08666666666666,93.4,94.8
images--sqWhaj_jpeg,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,1,{'Onychogryphosis': 3},90.2,85.4,93.8
nail-melanoma-2-300x180_jpg,Acral_Lentiginous_Melanoma,3,3,0,100.0,Acral_Lentiginous_Melanoma,True,1,{'Acral_Lentiginous_Melanoma': 3},90.66333333333334,89.75,91.44
p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg,Acral_Lentiginous_Melanoma,3,3,0,100.0,Acral_Lentiginous_Melanoma,True,1,{'Acral_Lentiginous_Melanoma': 3},86.22000000000001,75.06,92.8
232_JPG,pitting,2,2,0,100.0,pitting,True,1,{'pitting': 2},92.65,92.0,93.3
h111_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.68,96.56,98.8
h126_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.65,98.3,99.0
h129_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.92,98.44,99.4
h131_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.48,97.56,99.4
h137_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.0,97.56,98.44
h141_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},99.125,98.75,99.5
h144_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.1,97.7,98.5
h147_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},94.4,91.7,97.1
h158_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.75,97.4,98.1
h16_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.15,97.3,99.0
h174_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.95,97.9,98.0
h176_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.18,96.3,98.06
h177_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.83,97.6,98.06
h198_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.655,98.56,98.75
h207_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.07,97.44,98.7
h242_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.125,98.0,98.25
h269_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.48,98.06,98.9
h270_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.19,97.44,98.94
h271_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},99.53,99.5,99.56
h279_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.75,97.0,98.5
h281_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.25,96.9,97.6
h285_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},96.94,95.44,98.44
h287_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},96.1,95.7,96.5
h31_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.0,96.75,99.25
h32_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.175,97.1,99.25
h34_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},96.31,94.06,98.56
h41_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},98.675,98.6,98.75
h57_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},96.905,95.56,98.25
h61_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},96.48,95.9,97.06
h89_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.575,96.4,98.75
h96_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,1,{'Healthy_Nail': 2},97.85,97.1,98.6
