filepath,filename,class,width,height,format,file_size_kb,sha256,split
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-5-29-02-PM_png.rf.a79f57b249325255656682359941d96e.jpg,Screen-Shot-2021-11-22-at-5-29-02-PM_png.rf.a79f57b249325255656682359941d96e.jpg,blue_finger,416,416,JPEG,11.45,fec98dfa0dbff1ea92be87027da2bcc4c24efe9ba7b78f736def391e8acc513f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\319_jpg.rf.bc9aa919a053a94d97ba6b520adc5fd2.jpg,319_jpg.rf.bc9aa919a053a94d97ba6b520adc5fd2.jpg,pitting,416,416,JPEG,13.66,4716533a78408c5d562b31c02d8bc90ef46d0f93d6e923c9c16f7921958f096c,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-10-45-38-AM_png.rf.2d03589b251827c76e25a183e87873e1.jpg,Screen-Shot-2021-10-15-at-10-45-38-AM_png.rf.2d03589b251827c76e25a183e87873e1.jpg,blue_finger,416,416,JPEG,8.23,9d57d93ac00cfbe642422e40da6a4928e4724ba441b41c24b2f20414b28086c3,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h118_png.rf.247d6937c0d9ba74e56c2ee9498efd50.jpg,h118_png.rf.247d6937c0d9ba74e56c2ee9498efd50.jpg,Healthy_Nail,416,416,JPEG,72.01,d889ac6918c4a8e9d464795c4bd3ce1a310165195ff6d5c44e534e338a497580,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\73_JPG.rf.ab72f53655101f744e4b1ee0773bb4c9.jpg,73_JPG.rf.ab72f53655101f744e4b1ee0773bb4c9.jpg,pitting,416,416,JPEG,14.6,74f12b09cbae6a19ef487c0a2f1a8e1271bab6e91fad4a30ed7d0b47d780bf42,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-10-15-58-PM_png.rf.d7fbb6f2f68f8299b56046c542b0aa65.jpg,Screen-Shot-2021-11-22-at-10-15-58-PM_png.rf.d7fbb6f2f68f8299b56046c542b0aa65.jpg,clubbing,416,416,JPEG,9.9,556b91031a8b59702b6d9b4098cb445a4d0e4943fe05dd99a8ed3ba846f277a2,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-15-26-AM_png.rf.b49434493a19092e77fe6272b29607ae.jpg,Screen-Shot-2021-11-22-at-9-15-26-AM_png.rf.b49434493a19092e77fe6272b29607ae.jpg,clubbing,416,416,JPEG,10.78,43dee86457e33edee8c811abd566fc404ce45f0fd9cd2b70e864b712e1ee8334,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\80_JPG.rf.4599ac5ec213ed7c71a2e3265ba429be.jpg,80_JPG.rf.4599ac5ec213ed7c71a2e3265ba429be.jpg,pitting,416,416,JPEG,11.28,6ea5d1794a7eeee66dcddcfcfb24ab4576f24a977a9d02b4626506394bdc1480,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-10-04-29-AM_png.rf.559931370ebf303dd4d6d1187e46daa7.jpg,Screen-Shot-2021-11-22-at-10-04-29-AM_png.rf.559931370ebf303dd4d6d1187e46daa7.jpg,clubbing,416,416,JPEG,13.81,0c1e9e81be39aef932ced12b23402bdec22bb4c93edf1d252c0867eda1e92eaa,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-9-52-22-PM_png.rf.8763b635c21129750312b35f46388429.jpg,Screen-Shot-2021-11-22-at-9-52-22-PM_png.rf.8763b635c21129750312b35f46388429.jpg,blue_finger,416,416,JPEG,11.17,67f218434ee28e12957e2c5c95b7312dd7b560632e0f8ee524cc7fad7537a23b,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\178_jpg.rf.ba42292edf47fd08d5bbbb02219f8d4e.jpg,178_jpg.rf.ba42292edf47fd08d5bbbb02219f8d4e.jpg,pitting,416,416,JPEG,10.9,ccc380910558068ae0f9e6720eef13c67cf0521a35f966c5770efc95cfdcdcc2,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-20-at-10-40-57-PM_png.rf.c71153d971865f9444d41e10cb249cfc.jpg,Screen-Shot-2021-11-20-at-10-40-57-PM_png.rf.c71153d971865f9444d41e10cb249cfc.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,12.94,0d6625f7252d2c60da8fccfe997d5813f6f8806d4e5c39a36a425f72827e0e5c,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h206_png.rf.2250238101655d46c81729dd4eab1249.jpg,h206_png.rf.2250238101655d46c81729dd4eab1249.jpg,Healthy_Nail,416,416,JPEG,53.68,2c36fbfc3746f92fbfdf9defb0a3ecf8e22b2bcfe6e86f9176109197276e88f1,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\311_JPG.rf.192a0055742148990037181223b157de.jpg,311_JPG.rf.192a0055742148990037181223b157de.jpg,pitting,416,416,JPEG,12.08,3abb8519b9251a8b7b0a62802fcc34a353f0db4e81ee831479293f39bdc62ebd,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-2-30-31-AM_png.rf.f08b6827a504624b5b87f6ea7b70a69d.jpg,Screen-Shot-2021-11-19-at-2-30-31-AM_png.rf.f08b6827a504624b5b87f6ea7b70a69d.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,11.47,96d14b6bfd7f906190cc73a1b1ab9fbee1891b7c6349a5b59b097c2227813c4e,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-10-26-at-11-10-53-AM_png.rf.e66a1abbc41f831e6e2f383679ebb08e.jpg,Screen-Shot-2021-10-26-at-11-10-53-AM_png.rf.e66a1abbc41f831e6e2f383679ebb08e.jpg,clubbing,416,416,JPEG,13.07,2b92fdf3675997a78b41beb47e4415c777057665962a1b88f11f61e65b86eb54,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-022203_png.rf.e6b735614907b64e109a1978ce2c9fd6.jpg,Screenshot-2021-11-19-022203_png.rf.e6b735614907b64e109a1978ce2c9fd6.jpg,Onychogryphosis,416,416,JPEG,15.42,cd5066735394b602530e8a31aa3e54f596ec66c899ed76d07a500e183352ec4a,train
C:\Users\venka\Documents\Project\data\extracted\data\validation\Healthy_Nail\h28_png.rf.703767728e747d391e99c44cf7f8eb55.jpg,h28_png.rf.703767728e747d391e99c44cf7f8eb55.jpg,Healthy_Nail,416,416,JPEG,79.85,c883c72bbd1569e9abcbb757b49a7a83d8200c4f984529ebda104e61cdaf5f87,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-233833_png.rf.56844b43501ebd873bb84f0a5c8192af.jpg,Screenshot-2021-11-21-233833_png.rf.56844b43501ebd873bb84f0a5c8192af.jpg,Onychogryphosis,416,416,JPEG,18.02,bcbaaed9141f11ba51d1b16ce6e412b660096c611634352a7e24e1b0a28b805b,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-4-57-57-PM_png.rf.b8fc2bb82beaedb22c62ebaa6310fbad.jpg,Screen-Shot-2021-11-22-at-4-57-57-PM_png.rf.b8fc2bb82beaedb22c62ebaa6310fbad.jpg,blue_finger,416,416,JPEG,11.18,881276d0a718719e9ae7599aef47100b8f2d316cacc0087deffc71886a07f33f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-20-at-7-49-26-PM_png.rf.c1c29b06bce6400f132d0feb1ea8d651.jpg,Screen-Shot-2021-11-20-at-7-49-26-PM_png.rf.c1c29b06bce6400f132d0feb1ea8d651.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,18.31,205d073dbcb4ee5fb0a455f7e51e7b234b916feee840e6e429603a7735b37976,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\243_jpg.rf.505a223a7429698ae7185822cf949dde.jpg,243_jpg.rf.505a223a7429698ae7185822cf949dde.jpg,pitting,416,416,JPEG,11.41,1b5c0114330d5160187ed4436d7067aed808b1df590060fa38d63808dca3c2fd,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\248_JPG.rf.940a4de9cacc190722df9940daa7f3c8.jpg,248_JPG.rf.940a4de9cacc190722df9940daa7f3c8.jpg,pitting,416,416,JPEG,12.3,e813c822b679feb227f304c8e2a4b3b6e693a6222b72467bc97c4bf23dcca011,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\134_JPG.rf.9c4c75e59f7ab8f9ab32500b85bc9127.jpg,134_JPG.rf.9c4c75e59f7ab8f9ab32500b85bc9127.jpg,pitting,416,416,JPEG,12.02,5da0af7fd552ab11a4e2297aa72ae904642417622c106454fa4cde3ba76fd928,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-5-01-19-PM_png.rf.2ed3c2fddad2a39c24199a294710eeac.jpg,Screen-Shot-2021-11-22-at-5-01-19-PM_png.rf.2ed3c2fddad2a39c24199a294710eeac.jpg,clubbing,416,416,JPEG,11.47,9846763be157d7e5515abc673741cf38af6ddc68acdcc22b479460b1cb587e42,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-24-05-AM_png.rf.82174d0c429df15d2700f7df0a1cc3f3.jpg,Screen-Shot-2021-11-22-at-9-24-05-AM_png.rf.82174d0c429df15d2700f7df0a1cc3f3.jpg,clubbing,416,416,JPEG,13.36,f2023df086058a73b86f12acd57e3010079e914a177309e36c2767a97939e8ac,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-46-38-AM_png.rf.5673c1032961df0e7f0d4db0a18fa9e1.jpg,Screen-Shot-2021-11-22-at-9-46-38-AM_png.rf.5673c1032961df0e7f0d4db0a18fa9e1.jpg,clubbing,416,416,JPEG,13.96,44c16c5a695acd4ec90c59bb9e474126779af47e6fa23aa226019b723c004620,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h4_png.rf.ebb8fd325975033307928b93bcadfb38.jpg,h4_png.rf.ebb8fd325975033307928b93bcadfb38.jpg,Healthy_Nail,416,416,JPEG,55.13,491a74416e6ba5ad6d69b0c256a9d069fa71af70c67caaebfa804037630a89e7,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-233833_png.rf.d4f21137105bfa2978f02245a4663b8c.jpg,Screenshot-2021-11-21-233833_png.rf.d4f21137105bfa2978f02245a4663b8c.jpg,Onychogryphosis,416,416,JPEG,16.03,8f5a9577ce597e62298bb6306c27a3f325d21f780fca358398ca10169df5668f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-20-at-10-05-38-PM_png.rf.6cdd7636b87090074aa7d21fc4213dc3.jpg,Screen-Shot-2021-11-20-at-10-05-38-PM_png.rf.6cdd7636b87090074aa7d21fc4213dc3.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,11.26,8a7d665e751d1af7bd671e14fa9ec2e85f4d238600fd8290f3ba9093bc5644ec,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h182_png.rf.6669c0259fd13904ee45c186e3cd5620.jpg,h182_png.rf.6669c0259fd13904ee45c186e3cd5620.jpg,Healthy_Nail,416,416,JPEG,75.21,15497234f14633b7d104ab37a6fa79205d5e1042fa582a6102a1139bee73c899,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h202_png.rf.a51890b186d27572c17c00bcdea5d548.jpg,h202_png.rf.a51890b186d27572c17c00bcdea5d548.jpg,Healthy_Nail,416,416,JPEG,67.29,f7a6814c8df1bfe267f7b5b722c2dc79c3e692e2fdca50e9145c17df33c50601,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-010944_png.rf.fcdf2c5d26f9a355a5de7c811680c083.jpg,Screenshot-2021-11-19-010944_png.rf.fcdf2c5d26f9a355a5de7c811680c083.jpg,Onychogryphosis,416,416,JPEG,17.28,47f6287fd07f3e6a21341de085c61be30e92f9473df7147c407efbf010a7ff0f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.2be80d9fdeb95f5c7a244377a4bb6c8c.jpg,Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.2be80d9fdeb95f5c7a244377a4bb6c8c.jpg,clubbing,416,416,JPEG,11.84,98504222b7580e25e535528fcc89221f36d8b2db38d284fb32d657f9b5489bb0,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h8_png.rf.bc8690caa659de5fc6042b614895c376.jpg,h8_png.rf.bc8690caa659de5fc6042b614895c376.jpg,Healthy_Nail,416,416,JPEG,66.56,6b4643b2b99fd8adeb446a6c2f695c14d991554ff8b8832613e9207c1902b93d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-9-30-55-AM_png.rf.25dd510176cef5fec6db091cee9c759d.jpg,Screen-Shot-2021-10-15-at-9-30-55-AM_png.rf.25dd510176cef5fec6db091cee9c759d.jpg,blue_finger,416,416,JPEG,10.45,414e6bed3353c19f60a429ab8a76332a12b4db4146394cbc7db670dd587141d5,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-8-15-37-PM_png.rf.90b92158adf7df319337b4469d0be44e.jpg,Screen-Shot-2021-11-22-at-8-15-37-PM_png.rf.90b92158adf7df319337b4469d0be44e.jpg,blue_finger,416,416,JPEG,11.17,ff4733180347d49d8fafd72d4cc8e88ed50e216ac63cc87609509629b89d0025,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-012709_png.rf.de5a69e250dbe6cf647037182a6ca4bd.jpg,Screenshot-2021-11-19-012709_png.rf.de5a69e250dbe6cf647037182a6ca4bd.jpg,Onychogryphosis,416,416,JPEG,14.73,50971508a34a12df89f2ef2e162aef6cd0f45d56529fcb2a93d3f10f47b2a488,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h270_png.rf.1a91edf5ad6ec14d7daf909c770d5c5c.jpg,h270_png.rf.1a91edf5ad6ec14d7daf909c770d5c5c.jpg,Healthy_Nail,416,416,JPEG,77.19,dba3c5639052c4b0d608a13b1547ac90cef9f3bbb5426c54d013b800b1212f00,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-10-06-49-AM_png.rf.dc1048fe7c95a257689a43770b009837.jpg,Screen-Shot-2021-11-22-at-10-06-49-AM_png.rf.dc1048fe7c95a257689a43770b009837.jpg,clubbing,416,416,JPEG,9.87,dc7d8b8539747e9da9522070981597b365c19b590e8a0cb322f53586f3e50cde,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.476683395646d58920ac8a787b12e749.jpg,Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.476683395646d58920ac8a787b12e749.jpg,blue_finger,416,416,JPEG,12.32,a56031815338275e63d1df50b262e8e866c0c86325ce899231d90939828026ac,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-023312_png.rf.afac5763fe33b6e8d2ad473b068e81b8.jpg,Screenshot-2021-11-19-023312_png.rf.afac5763fe33b6e8d2ad473b068e81b8.jpg,Onychogryphosis,416,416,JPEG,13.33,77da452e126078ce254a1d232078b42f196fd9fba2f6318be3240d9e23b1db5d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-16-at-7-15-08-PM_png.rf.0b405de7405f0e6ee0bb9f4440332e1b.jpg,Screen-Shot-2021-11-16-at-7-15-08-PM_png.rf.0b405de7405f0e6ee0bb9f4440332e1b.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,9.58,e40991d196d8b4dd46775444822107b3b78e8c1aa83e6bbf11a862790c9a3006,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-20-at-8-21-24-PM_png.rf.d9fc5737863df25b69be62b77cee1922.jpg,Screen-Shot-2021-11-20-at-8-21-24-PM_png.rf.d9fc5737863df25b69be62b77cee1922.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,10.94,95fa3c49f0d658d165faa6b77084d5f6e00b973afd51031e289241ed218b86ce,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-1-59-07-AM_png.rf.2887bb9d9d76416302e1008a74c5d2d5.jpg,Screen-Shot-2021-11-19-at-1-59-07-AM_png.rf.2887bb9d9d76416302e1008a74c5d2d5.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,10.9,be315f666806e33542a9190c4fb66f8cb64a69d94788b7d3507eca480eda665f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\9_JPG.rf.26af31ebdab31f93e109850bc33d2cf7.jpg,9_JPG.rf.26af31ebdab31f93e109850bc33d2cf7.jpg,pitting,416,416,JPEG,13.93,acb31e44c9f8615d01a239033f48d5740955453001048c622ab7cf78553596d4,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-37-33-AM_png.rf.79e518b1c8efd773c77d1b92ca59b676.jpg,Screen-Shot-2021-11-22-at-9-37-33-AM_png.rf.79e518b1c8efd773c77d1b92ca59b676.jpg,clubbing,416,416,JPEG,12.64,2dea2e735c0517becd425b76b7add3ccba5929eca9cb9bbde87b126b5e834777,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-10-26-at-11-10-43-AM_png.rf.eb7199e7920a9116f73616768170d6f2.jpg,Screen-Shot-2021-10-26-at-11-10-43-AM_png.rf.eb7199e7920a9116f73616768170d6f2.jpg,clubbing,416,416,JPEG,13.42,3d6293eca69f2da41808d389ee5a3ba2d71d394404a2b4a6e77167b7cb9e3467,train
C:\Users\venka\Documents\Project\data\extracted\data\validation\Acral_Lentiginous_Melanoma\p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg.rf.7183adb8f5934f917fab4e14667c4bb0.jpg,p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg.rf.7183adb8f5934f917fab4e14667c4bb0.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,17.26,960a00eb3b55d85ffe8e1d523a96b9f346bdf859c3e079505498069f581b747a,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h17_png.rf.72eafcfc78d530a4382cb6dd07747c42.jpg,h17_png.rf.72eafcfc78d530a4382cb6dd07747c42.jpg,Healthy_Nail,416,416,JPEG,76.63,c5aa361bf23b5e7a4c847535f981f51d8a8877a5e6278f55059d566f471f978e,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-163806_png.rf.5aa024bad2931ae8a695427d71602f57.jpg,Screenshot-2021-11-21-163806_png.rf.5aa024bad2931ae8a695427d71602f57.jpg,Onychogryphosis,416,416,JPEG,18.1,c93de1fab49296f74dc9c850fbf68c90883c87262ad40462fb3b7b2e0167e2f4,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-030345_png.rf.d57769925233cbc2868b00ac6fac6a61.jpg,Screenshot-2021-11-19-030345_png.rf.d57769925233cbc2868b00ac6fac6a61.jpg,Onychogryphosis,416,416,JPEG,16.77,8c87f74a0629e08edb3cbc620e1593f15cd7babb6177be4347513e9ef16a8820,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-1-33-18-AM_png.rf.086dd111f550d3a8136f81c3834f348a.jpg,Screen-Shot-2021-11-19-at-1-33-18-AM_png.rf.086dd111f550d3a8136f81c3834f348a.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,11.8,48997771fc2fbea1a7747031fac5d85599c5700fdead8149d21a0447cc0518c3,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-45-35-AM_png.rf.6cf4d9b7df465dcb8ac3a05a093ebca1.jpg,Screen-Shot-2021-11-22-at-9-45-35-AM_png.rf.6cf4d9b7df465dcb8ac3a05a093ebca1.jpg,clubbing,416,416,JPEG,11.57,674cd6b7d27147e6e80a13e779b2ce160427743ebd5ec3b48d22a51b12417b35,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-5-01-45-PM_png.rf.5d5ad85a24a43b7283acbe110fd83a4d.jpg,Screen-Shot-2021-11-22-at-5-01-45-PM_png.rf.5d5ad85a24a43b7283acbe110fd83a4d.jpg,blue_finger,416,416,JPEG,10.28,87adbd8fe43175fb94050671292b470d159baf874d02f7366c1f7095a5f812fa,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-2-10-05-AM_png.rf.bc4eceb8986640e3050ce5226fd04bfa.jpg,Screen-Shot-2021-11-19-at-2-10-05-AM_png.rf.bc4eceb8986640e3050ce5226fd04bfa.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,11.61,c8fa27693e784a39d69f10a31f167f801f2f4b7b728c5885c66bb2186c2b4487,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\143_JPG.rf.04245d7ab8a14ba9ea61e7e22b252329.jpg,143_JPG.rf.04245d7ab8a14ba9ea61e7e22b252329.jpg,pitting,416,416,JPEG,13.76,3f9d552abf48b17616d1710ab9690045ebe8a4eb6641064d03d4bb666a496caf,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-013935_png.rf.7b6a291757b9889c6d33bd35773ea41a.jpg,Screenshot-2021-11-19-013935_png.rf.7b6a291757b9889c6d33bd35773ea41a.jpg,Onychogryphosis,416,416,JPEG,23.73,d94b5494a7f01f22f0c985beeef78092b09f77d61b2d5f61848a59376eacd598,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-10-03-37-AM_png.rf.632f96eb3e953762513b973b71cd34b9.jpg,Screen-Shot-2021-11-22-at-10-03-37-AM_png.rf.632f96eb3e953762513b973b71cd34b9.jpg,clubbing,416,416,JPEG,11.41,83425b19b8d2bd815a8bd29483ba826c13a9fc2d212313b91939845f9a74fb9b,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-10-06-39-AM_png.rf.9bd1e472052b2b85c981613faa55098a.jpg,Screen-Shot-2021-11-22-at-10-06-39-AM_png.rf.9bd1e472052b2b85c981613faa55098a.jpg,clubbing,416,416,JPEG,12.15,5ec304cb57e505cea7a943d2c74d6e5760e30246123eea6fea485fae62f5a754,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\168_jpg.rf.ef77e606f8804861f8dd9a2b072e8bbd.jpg,168_jpg.rf.ef77e606f8804861f8dd9a2b072e8bbd.jpg,pitting,416,416,JPEG,14.78,f05864a8404fb0cee763676847f4b82c1f6bbc1f62aff3d9cca84d771108372d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-10-45-45-AM_png.rf.2b524e4b7cc0149037078fb263e2edd1.jpg,Screen-Shot-2021-10-15-at-10-45-45-AM_png.rf.2b524e4b7cc0149037078fb263e2edd1.jpg,blue_finger,416,416,JPEG,9.54,574cd9cfe3460241b3e2e8d040c379a2bc941ecdaa0bf4a53ef65cce41a3f919,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-231740_png.rf.b939d0587e08ec5ed004656f14c102a5.jpg,Screenshot-2021-11-21-231740_png.rf.b939d0587e08ec5ed004656f14c102a5.jpg,Onychogryphosis,416,416,JPEG,12.03,370a7521af575d7dfecba88d20b3ed98ded48a3f58a5316ceed1d2d312707268,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-23-40-AM_png.rf.c339dd409318f7b88aa61a20aea05e16.jpg,Screen-Shot-2021-11-22-at-9-23-40-AM_png.rf.c339dd409318f7b88aa61a20aea05e16.jpg,clubbing,416,416,JPEG,12.39,b70874b4cc44570b9e0df3c652a3f38a8746fe1094e2a6786d95219abdc2b36f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-16-at-7-12-11-PM_png.rf.5330f34e73a289d0f6050f8c6fa429d7.jpg,Screen-Shot-2021-11-16-at-7-12-11-PM_png.rf.5330f34e73a289d0f6050f8c6fa429d7.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,10.9,811f83aad6b0bc6e9e060cd816b9b7b3c3e07534df30c535cc55fc982418add3,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-004044_png.rf.99da2c5a2a3158bfba085a39bb1c4de8.jpg,Screenshot-2021-11-19-004044_png.rf.99da2c5a2a3158bfba085a39bb1c4de8.jpg,Onychogryphosis,416,416,JPEG,13.24,33d1005dd86dfa6efeaf6dcfec2adcfbb88667d1fe47b6ba931a7f6e267ffcff,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-10-09-17-PM_png.rf.81490ec585612e2cdd0eb8baaf4891c1.jpg,Screen-Shot-2021-11-22-at-10-09-17-PM_png.rf.81490ec585612e2cdd0eb8baaf4891c1.jpg,blue_finger,416,416,JPEG,11.21,5356661054961fcc0dc11f3e59d1e985302ce75c448d852c04584965120a31d2,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-22-015522_png.rf.0d031682b4e37b66fdb89133ae998a36.jpg,Screenshot-2021-11-22-015522_png.rf.0d031682b4e37b66fdb89133ae998a36.jpg,Onychogryphosis,416,416,JPEG,13.68,e2a8f3b2d450731150b070574944989742774ef2f46689933e824b700d8131be,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\121_JPG.rf.01813795e8153c1ca3ffbdbf3ef5c5c0.jpg,121_JPG.rf.01813795e8153c1ca3ffbdbf3ef5c5c0.jpg,pitting,416,416,JPEG,13.77,dc52b828495d3bfc875c6d452831f2d9fb51301958aa9132342cf27e0d622d14,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-015807_png.rf.a18ec90920f2949c0fd60c416a48e3d3.jpg,Screenshot-2021-11-19-015807_png.rf.a18ec90920f2949c0fd60c416a48e3d3.jpg,Onychogryphosis,416,416,JPEG,17.87,f7941184aee826780b059dffa146915cba5e6b34aa55fcbc21428976ae65fcdd,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-194040_png.rf.095c248e7cedb6d9df15f7cc9524308e.jpg,Screenshot-2021-11-21-194040_png.rf.095c248e7cedb6d9df15f7cc9524308e.jpg,Onychogryphosis,416,416,JPEG,14.35,9a477a08a253eb4c2a132b0f2493e5d3ee66ae9743bc11a5ed553d09938894a2,train
