comparison,source_name,splits,classes,number_of_images
train_vs_test,Screen-Shot-2021-11-22-at-9-44-21-AM_png,"test, train",clubbing,2
train_vs_test,Screen-Shot-2021-11-22-at-9-44-40-AM_png,"test, train",clubbing,3
train_vs_test,Screen-Shot-2021-11-22-at-9-46-05-PM_png,"test, train",blue_finger,2
train_vs_test,Screen-Shot-2021-11-22-at-9-46-24-PM_png,"test, train",blue_finger,3
train_vs_test,Screen-Shot-2021-11-22-at-9-46-26-AM_png,"test, train",clubbing,2
train_vs_test,Screen-Shot-2021-11-22-at-9-47-35-PM_png,"test, train",blue_finger,3
train_vs_test,Screen-Shot-2021-11-22-at-9-47-46-PM_png,"test, train",blue_finger,3
train_vs_test,Screen-Shot-2021-11-22-at-9-48-12-PM_png,"test, train",blue_finger,2
train_vs_test,Screen-Shot-2021-11-22-at-9-51-13-AM_png,"test, train",clubbing,3
train_vs_test,Screen-Shot-2021-11-22-at-9-51-19-AM_png,"test, train",clubbing,3
train_vs_test,Screen-Shot-2021-11-22-at-9-52-22-PM_png,"test, train",blue_finger,3
train_vs_test,Screen-Shot-2021-11-22-at-9-52-28-PM_png,"test, train",blue_finger,2
train_vs_test,Screen-Shot-2021-11-22-at-9-54-00-AM_png,"test, train",clubbing,3
train_vs_test,Screen-Shot-2021-11-22-at-9-54-05-AM_png,"test, train",clubbing,3
train_vs_test,Screen-Shot-2021-11-22-at-9-56-30-AM_png,"test, train",clubbing,2
train_vs_test,Screenshot-2021-11-19-004020_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-004044_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-004140_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-004228_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-004245_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-005529_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-005556_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-005611_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-010109_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-010147_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-010215_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-010332_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-010434_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-010444_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-010454_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-010604_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-010724_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-010857_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-011002_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-011220_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-011259_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-011359_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-012106_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-012333_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-012721_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-013239_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-015033_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-015139_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-015917_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-020017_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-020136_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-020317_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-020327_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-021128_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-021309_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-021909_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-021939_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-022255_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-022422_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-023646_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-024347_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-025136_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-025158_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-19-025646_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-19-031124_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-162607_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-163024_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-163641_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-163753_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-165411_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-165820_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-173027_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-21-174132_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-21-174430_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-174511_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-192605_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-192708_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-21-193524_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-193604_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-210225_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-210436_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-230209_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-230252_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-21-231416_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-231905_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-232620_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-233854_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-234423_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-21-235210_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-22-012951_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-014500_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-015012_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-015244_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-22-015522_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-015641_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-015804_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-020018_png,"test, train",Onychogryphosis,2
train_vs_test,Screenshot-2021-11-22-020526_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-020714_png,"test, train",Onychogryphosis,3
train_vs_test,Screenshot-2021-11-22-021051_png,"test, train",Onychogryphosis,3
train_vs_test,h104_png,"test, train",Healthy_Nail,2
train_vs_test,h111_png,"test, train",Healthy_Nail,2
train_vs_test,h118_png,"test, train",Healthy_Nail,2
train_vs_test,h126_png,"test, train",Healthy_Nail,2
train_vs_test,h132_png,"test, train",Healthy_Nail,2
train_vs_test,h139_png,"test, train",Healthy_Nail,2
train_vs_test,h14_png,"test, train",Healthy_Nail,2
train_vs_test,h156_png,"test, train",Healthy_Nail,2
train_vs_test,h160_png,"test, train",Healthy_Nail,2
train_vs_test,h161_png,"test, train",Healthy_Nail,2
train_vs_test,h175_png,"test, train",Healthy_Nail,2
train_vs_test,h180_png,"test, train",Healthy_Nail,2
train_vs_test,h184_png,"test, train",Healthy_Nail,2
train_vs_test,h200_png,"test, train",Healthy_Nail,2
train_vs_test,h220_png,"test, train",Healthy_Nail,2
train_vs_test,h232_png,"test, train",Healthy_Nail,2
train_vs_test,h255_png,"test, train",Healthy_Nail,2
train_vs_test,h260_png,"test, train",Healthy_Nail,2
train_vs_test,h270_png,"test, train",Healthy_Nail,2
train_vs_test,h27_png,"test, train",Healthy_Nail,2
train_vs_test,h287_png,"test, train",Healthy_Nail,2
train_vs_test,h30_png,"test, train",Healthy_Nail,2
train_vs_test,h32_png,"test, train",Healthy_Nail,2
train_vs_test,h33_png,"test, train",Healthy_Nail,2
train_vs_test,h43_png,"test, train",Healthy_Nail,2
train_vs_test,h44_png,"test, train",Healthy_Nail,2
train_vs_test,h45_png,"test, train",Healthy_Nail,2
train_vs_test,h50_png,"test, train",Healthy_Nail,2
train_vs_test,h53_png,"test, train",Healthy_Nail,2
train_vs_test,h61_png,"test, train",Healthy_Nail,2
train_vs_test,h68_png,"test, train",Healthy_Nail,2
train_vs_test,h71_png,"test, train",Healthy_Nail,2
train_vs_test,h79_png,"test, train",Healthy_Nail,2
train_vs_test,h7_png,"test, train",Healthy_Nail,2
train_vs_test,h82_png,"test, train",Healthy_Nail,2
train_vs_test,h8_png,"test, train",Healthy_Nail,2
train_vs_test,h94_png,"test, train",Healthy_Nail,2
train_vs_test,h96_png,"test, train",Healthy_Nail,2
train_vs_test,hutchinsons-nail-melanoma-Nameer-Al-Sudany_png,"test, train",Acral_Lentiginous_Melanoma,3
train_vs_test,images--66D6Hn_jpeg,"test, train",Onychogryphosis,3
train_vs_test,images--79BNfh_jpeg,"test, train",Onychogryphosis,3
train_vs_test,images--7hiLgj_jpeg,"test, train",Onychogryphosis,2
train_vs_test,images--sqWhaj_jpeg,"test, train",Onychogryphosis,2
train_vs_test,nail-melanoma-2-300x180_jpg,"test, train",Acral_Lentiginous_Melanoma,3
train_vs_test,p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg,"test, train",Acral_Lentiginous_Melanoma,3
train_vs_test,prf_11_18_11_jpg,"test, train",Acral_Lentiginous_Melanoma,3
