source_name,true_class,total_variants,correct_variants,incorrect_variants,source_accuracy_percent,majority_prediction,majority_vote_correct,average_confidence_percent,source_status
Screenshot-2021-11-19-010828_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,76.64999999999999,ALL_CORRECT
Screenshot-2021-11-19-012709_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,91.33333333333333,ALL_CORRECT
Screenshot-2021-11-19-014147_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.22000000000001,ALL_CORRECT
Screenshot-2021-11-19-015739_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.08666666666666,ALL_CORRECT
Screenshot-2021-11-19-015807_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,92.7,ALL_CORRECT
Screenshot-2021-11-19-015917_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.98666666666668,ALL_CORRECT
Screenshot-2021-11-19-020017_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.83333333333333,ALL_CORRECT
Screenshot-2021-11-19-021309_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.06666666666668,ALL_CORRECT
Screenshot-2021-11-19-021909_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.36333333333334,ALL_CORRECT
Screenshot-2021-11-19-022213_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,97.25333333333333,ALL_CORRECT
Screenshot-2021-11-19-022255_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,94.94666666666666,ALL_CORRECT
Screenshot-2021-11-21-164053_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.18666666666667,ALL_CORRECT
Screenshot-2021-11-21-165448_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.16666666666667,ALL_CORRECT
Screenshot-2021-11-21-170250_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.12333333333333,ALL_CORRECT
Screenshot-2021-11-21-174327_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,94.27,ALL_CORRECT
Screenshot-2021-11-21-192605_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.37666666666667,ALL_CORRECT
Screenshot-2021-11-21-194356_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,91.63333333333333,ALL_CORRECT
Screenshot-2021-11-21-210225_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.68333333333334,ALL_CORRECT
Screenshot-2021-11-21-210436_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.60000000000001,ALL_CORRECT
Screenshot-2021-11-21-225758_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,93.33,ALL_CORRECT
Screenshot-2021-11-21-230252_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,83.94666666666667,ALL_CORRECT
Screenshot-2021-11-21-234235_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,90.41333333333334,ALL_CORRECT
Screenshot-2021-11-21-234929_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,91.16666666666667,ALL_CORRECT
Screenshot-2021-11-22-013700_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,96.04666666666667,ALL_CORRECT
Screenshot-2021-11-22-015012_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.08666666666666,ALL_CORRECT
Screenshot-2021-11-22-015522_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.38,ALL_CORRECT
Screenshot-2021-11-22-015705_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,95.68333333333332,ALL_CORRECT
Screenshot-2021-11-22-022005_png,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,94.08666666666666,ALL_CORRECT
images--sqWhaj_jpeg,Onychogryphosis,3,3,0,100.0,Onychogryphosis,True,90.2,ALL_CORRECT
nail-melanoma-2-300x180_jpg,Acral_Lentiginous_Melanoma,3,3,0,100.0,Acral_Lentiginous_Melanoma,True,90.66333333333334,ALL_CORRECT
p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg,Acral_Lentiginous_Melanoma,3,3,0,100.0,Acral_Lentiginous_Melanoma,True,86.22000000000001,ALL_CORRECT
232_JPG,pitting,2,2,0,100.0,pitting,True,92.65,ALL_CORRECT
h111_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.68,ALL_CORRECT
h126_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.65,ALL_CORRECT
h129_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.92,ALL_CORRECT
h131_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.48,ALL_CORRECT
h137_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.0,ALL_CORRECT
h141_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,99.125,ALL_CORRECT
h144_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.1,ALL_CORRECT
h147_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,94.4,ALL_CORRECT
h158_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.75,ALL_CORRECT
h16_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.15,ALL_CORRECT
h174_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.95,ALL_CORRECT
h176_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.18,ALL_CORRECT
h177_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.83,ALL_CORRECT
h198_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.655,ALL_CORRECT
h207_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.07,ALL_CORRECT
h242_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.125,ALL_CORRECT
h269_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.48,ALL_CORRECT
h270_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.19,ALL_CORRECT
h271_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,99.53,ALL_CORRECT
h279_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.75,ALL_CORRECT
h281_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.25,ALL_CORRECT
h285_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,96.94,ALL_CORRECT
h287_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,96.1,ALL_CORRECT
h31_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.0,ALL_CORRECT
h32_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.175,ALL_CORRECT
h34_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,96.31,ALL_CORRECT
h41_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,98.675,ALL_CORRECT
h57_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,96.905,ALL_CORRECT
h61_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,96.48,ALL_CORRECT
h89_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.575,ALL_CORRECT
h96_png,Healthy_Nail,2,2,0,100.0,Healthy_Nail,True,97.85,ALL_CORRECT
